title,url,collection,description,servings,total_time_min,ingredients,method,tags,ratingValue,ratingCount
Air fryer aubergine parmigiana,https://www.bbc.co.uk/food/recipes/air_fryer_aubergine_96744,https://www.bbc.co.uk/food/collections/air_fryer_family_food,Get all the cheesy comforting flavour of a classic aubergine parmigiana in minutes by using an air fryer. Serve with crusty bread and a salad for a complete dinner.,Serves 4,90,"2 aubergines, sliced into 2cm/¾in thick slices || 150g/5½oz ball mozzarella, drained || 2 tbsp olive oil || pinch dried oregano || 150g/5½oz passata || 20g/¾oz fresh breadcrumbs || 10g/⅓oz fresh basil leaves (optional) || 25g/1oz Parmesan or vegetarian hard cheese, finely grated || sea salt || crusty bread and green salad, to serve","Lay the aubergine slices on a board and sprinkle over a good pinch of sea salt. Rub into the aubergine and set aside for 10 minutes. || Meanwhile, tear up the mozzarella for the topping and place the torn bits on kitchen paper. Set aside while you prepare the rest of the dish. || Preheat the air fryer to 200C. || Dry the aubergine with a little kitchen paper and brush off the salt. Rub each piece of aubergine with a little olive oil on both sides. Air-fry the aubergine slices in single layers for 10 minutes, turning halfway through the cooking time (two batches should work). || Meanwhile, stir the dried oregano into the passata. || To layer up the parmigiana, spread the breadcrumbs over the base of a 20cm/8in round ovenproof dish (see Recipe Tip). Spoon over 2 tablespoons of the passata sauce. || Spread over half the aubergine slices and tear over half the basil leaves, if using. Spoon over half of the remaining passata sauce, then top with half of the mozzarella and half of the Parmesan. || Add the remaining aubergine, torn basil, then the passata and finally the remaining mozzarella and Parmesan. || Reduce the air fryer to 180C, then cook the layered parmigiana for 12–15 minutes until the cheese is golden and bubbling. Remove and allow to stand for 5 minutes before serving. || Serve with crusty bread to mop up the juices and a green salad.",air fryer comfort food | air fryer family food | air fryer | cheesy air fryer | june | quick and easy family | quick italian | shortcut dinners | vegetarian air fryer | easy family dinners | summer dinner | parmigiana | aubergine | egg free | nut free | pregnancy friendly | vegetarian | Main course | Italian | http://schema.org/VegetarianDiet,3.7,10
Air fryer beef tacos,https://www.bbc.co.uk/food/recipes/air_fryer_beef_and_basil_77930,https://www.bbc.co.uk/food/collections/air_fryer_family_food,"The air fryer is just the thing to quickly cook strips of steak for this beef taco recipe, served with a tomato and chilli dressing. Feel free to riff on the herbs - basil is great, but you might be a fan of the traditional coriander. It makes 8 tacos, so it’s ideal for sharing.",Makes 8 tacos,60,"500g/1lb 2oz rump or sirloin steak, cut into strips or small chunks || 1 tsp vegetable oil || 1 tbsp Cajun seasoning || 1 lime, juice only || 8 small soft tortilla wraps || lime wedges, to serve || pomegranate seeds, to serve (optional) || handful fresh basil || 3 tbsp olive oil || 2 garlic cloves, crushed || 1 red chilli, seeds removed, chopped || handful cherry tomatoes, finely chopped || salt and freshly ground black pepper","Preheat the air fryer to 200C. || Coat the steak in the oil, Cajun seasoning and lime juice. Air-fry the steak for 6 minutes then shake the air fryer basket and cook for a further 2 minutes. || Meanwhile, to make the dressing, combine all the ingredients in a bowl. || Wrap the tortillas in foil and add to the air fryer for 2 minutes to warm through. Alternatively, char them over a gas hob. || Add the steak to the tortillas and top with the dressing. Serve with lime wedges to squeeze over. If you like, sprinkle over some pomegranate seeds for a fresh, juicy contrast.",quick | 15 minute meals | easy wrap | air fryer fakeaways | air fryer family food | air fryer | easy beef | quick beef | quick dinner | tex-mex | easy family dinners | student food | taco | steak | dairy free | egg free | nut free | pregnancy friendly | Light meals & snacks | http://schema.org/LowLactoseDiet,3.2,5
Air fryer sticky chicken drumsticks,https://www.bbc.co.uk/food/recipes/air_fryer_chicken_27325,https://www.bbc.co.uk/food/collections/air_fryer_family_food,This sticky marinade is a winner – super quick to make and adds a wonderfully sweet and rich flavour to chicken pieces.,Serves 4,60,2 tbsp light soy sauce || 3 tbsp tomato chutney (or any type will work) || 2 tbsp runny honey || 1 tsp Worcestershire sauce || 8 chicken legs (see recipe tip) || potato salad and green crunchy leaves,"In a large bowl, mix together the marinade ingredients, then add the chicken and coat well with the marinade. Cover and keep in the fridge for anything from 20 minutes up to 24 hours. || When ready to cook, preheat the air fryer to 180C. || Lay the drumsticks in a single layer in the basket and cook for 10 minutes, then turn over and cook for another 10–12 minutes until they are crispy and charred. || Serve with a potato salad and green crunchy leaves.",quick | affordable 30-minute meals for four | air fryer chicken | air fryer family food | air fryer | air fryer recipes for beginners | air fryer recipes for students | easy chicken | quick chicken | quick kid-friendly dinners | easy family dinners | student food | summer dinner | baked chicken | chicken leg | egg free | nut free | pregnancy friendly | Main course,5,4
Air fryer chicken kyiv,https://www.bbc.co.uk/food/recipes/air_fryer_chicken_kyiv_98492,https://www.bbc.co.uk/food/collections/air_fryer_family_food,A crispy chicken classic that works perfectly in the air fryer! Freeze the garlic butter in advance for an easy midweek meal.,Serves 4,90,"80g/2¾oz butter, softened || 1 garlic clove, crushed || 10g⅓oz fresh parsley leaves, roughly chopped || freshly grated nutmeg, to taste || salt and freshly ground black pepper || 4 chicken breasts, the chunkier the better || 2 free-range eggs, beaten || 80g/2¾oz plain flour || 100g/3½oz panko breadcrumbs || olive oil spray || salt and freshly ground black pepper || green salad || 1 lemon, cut into wedges","To make the garlic butter, mix the softened butter in a bowl with the garlic, parsley and nutmeg. Season well with salt and pepper. Wrap the butter in cling film to form a log shape, then place in the freezer until hard, about 20 minutes. || To make the chicken kyivs, use a sharp knife to cut a slit into the side of each chicken breast to make a pocket, starting from the thicker end of the breast and cutting down as far as you can go without making any holes. || Slice the garlic butter into 1cm/½in-thick pieces, then divide between the chicken breasts and stuff into the pockets. Secure well with a few toothpicks or butcher’s twine. || Preheat the air fryer to 200C. || Place the flour on a large plate and season with salt and pepper. Place the breadcrumbs on another plate. Place the beaten eggs in a shallow bowl. || Dip the chicken breasts in the flour, egg and finally the panko breadcrumbs. Spray the crumbed breasts all over with the olive oil spray, then place in the air fryer to bake for 20 minutes. || Serve with a green salad and a big wedge of lemon.",air fryer chicken | air fryer comfort food | air fryer family food | air fryer | all things breaded | quick and easy family | easy family dinners | chicken kyiv | chicken breast | nut free | pregnancy friendly | Main course | East European,3.4285714285714284,7
"Air fryer chicken thighs with honey, chilli and soy glaze",https://www.bbc.co.uk/food/recipes/air_fryer_chicken_thighs_84845,https://www.bbc.co.uk/food/collections/air_fryer_family_food,"These sweet and sticky chicken thighs are packed with flavour and simple to make. Best of all, this meal won’t leave you with stacks of washing up.",Serves 4,90,"2 tbsp runny honey || 4 tbsp soy sauce || 1 lime, zest and juice || 2 tbsp sesame oil || pinch chilli flakes || 20g/⅔oz fresh root ginger, peeled and grated || 8 chicken thighs, skin on, bone in || 40g/1½oz salted butter, diced || salt and freshly ground black pepper || 2 spring onions, finely sliced || 2 tsp sesame seeds || 10g/⅓oz fresh coriander, stalks finely chopped, leaves roughly chopped","To make the marinade, whisk together the honey, soy sauce, lime zest and juice, sesame oil, chilli flakes and ginger in a large bowl. Pour half the mixture into a small saucepan and set aside. || Add the chicken to the bowl, stirring to make sure the meat is well covered with the marinade and season well with salt and pepper. Chill in the fridge for 30 minutes. || Preheat the air fryer to 200C. || Place the chicken thighs skin-side down in the air fryer basket, spreading them out so they don’t quite touch. You may need to cook them in two batches depending on the size of your air fryer. Air fry for 22–25 minutes or until cooked through, turning them skin-side up after 10 minutes. || Once cooked, remove the chicken from the basket and onto your serving plates. || To make the glaze, bring the remaining marinade to the boil on the hob, then immediately remove from the heat and whisk in the butter. || Drizzle the glaze over the chicken thighs and top with the sliced spring onions, sesame seeds and fresh coriander to serve.",air fryer chicken | air fryer family food | air fryer | air fryer recipes for beginners | ways with chicken thighs | healthy summer | summer party | fried chicken | chicken thigh | egg free | Light meals & snacks,4.433333333333334,30
Bacon eggy bread,https://www.bbc.co.uk/food/recipes/bacon_eggy_bread_22406,https://www.bbc.co.uk/food/collections/al-desko,"Savoury eggy bread in minutes. You can even make this the night before, ready to pop into the microwave in the morning.",Serves 1,40,"1 free-range egg || 3 tbsp milk || 2 slices crusty white bread, buttered || 15g/½oz smoked pancetta or bacon, chopped || salt and freshly ground black pepper","Break the egg into a mug, add a pinch of salt and pepper and beat well. Beat in the milk. Tear the bread into pieces and push into the eggy milk. Allow to stand for 5 minutes (or overnight). || Scatter the pancetta over the top and season with more pepper. || Microwave on high power for 2 minutes. Allow to stand for 30 seconds, then microwave for another minute. Leave to cool for 1 minute and it’s ready to eat!",quick | al desko | breakfasts on the go | budget lunch | cheap lunch ideas | energy-efficient budget | egg | white bread | pancetta | nut free | Brunch,2.75,12
Banana cocoa crunch overnight oats,https://www.bbc.co.uk/food/recipes/banana_cocoa_crunch_06267,https://www.bbc.co.uk/food/collections/al-desko,You can toast a bigger batch of oats and nuts if you want to make this over several days. They will keep for about a week.,Serves 1,720,"40g/1½oz rolled oats (use gluten-free oats if required) || small handful hazelnuts || 150ml/5fl oz milk or soya milk || 1 tbsp maple syrup || ½ banana, chopped || 1 tsp cocoa nibs","Preheat the oven to 200C/180C Fan/Gas 6. Put the oats and hazelnuts on a baking tray and toast for 7 minutes, until they smell fragrant. Alternatively, toast them in a frying pan. Set aside to cool. || Roughly chop the hazelnuts and put them in a lidded jar. Add the oats. Pour over the milk and maple syrup and top with the banana and cocoa nibs. Leave overnight in the fridge. || To serve, top with more banana and cocoa nibs if you like.",gluten-free breakfasts | al desko | exam day breakfasts | breakfasts on the go | calcium rich | dairy-free diet fixes | easy breakfast | foods to help you feel better | food to fuel exercise | healthy breakfast | low-sugar breakfast | make-ahead breakfast | non-dairy 'milk' | overnight oats | portable breakfasts | quick protein fixes | recipes for anosmia | recipes for suhoor | sleep-friendly | start the day right | breakfast | student food | oats | hazelnut | banana | egg free | gluten free | healthy | pregnancy friendly | vegetarian | Brunch | http://schema.org/GlutenFreeDiet | http://schema.org/LowCalorieDiet | http://schema.org/VegetarianDiet,4.037037037037037,27
Buddha bowl,https://www.bbc.co.uk/food/recipes/buddha_bowl_82070,https://www.bbc.co.uk/food/collections/al-desko,"Everyone needs a good buddha bowl recipe, and this one is particularly good. Soy-stained eggs, sticky roast veg and sesame spinach combine to make something filling, flavourful and fantastic.

Each serving provides 837kcal, 29g protein, 105g carbohydrates (of which 26g sugars), 30g fat (of which 5.7g saturates),13 fibre and 6.5g salt.",Serves 2,180,"2 free-range eggs || 80ml/2½fl oz reduced-sodium soy sauce || 2 tsp rice vinegar or white wine vinegar || 1 tsp sugar || 1 large sweet potato, cut into 2cm/¾in cubes || 1 large aubergine, cut into 3cm/1¼in cubes || 2 tbsp olive oil || 1 tbsp reduced-sodium soy sauce || 2 tsp honey || pinch chilli flakes, plus extra to serve || 150g/5½oz short-grain brown rice || 250g/9oz spinach || 1 tbsp tahini || 2 tsp reduced-sodium soy sauce || 2 tsp rice vinegar or white wine vinegar || 1 tsp toasted sesame seeds, plus extra to serve || 100g/3½oz  radishes, thinly sliced","First, prepare the eggs. Bring a pan of water to the boil, gently lower the eggs in and cook for 6 minutes. Spoon them into a bowl of iced water immediately and leave to cool. || Meanwhile combine the soy sauce, vinegar and sugar with 50ml/2fl oz water in a large jar. Screw the lid on tightly and shake for a minute until the sugar has dissolved. Peel the eggs underwater (the shells come away more easily and makes the job far less messy), then put them in the jar with the soy sauce dressing. Seal the lid then chill for at least 2 hours, but ideally 6 hours. Drain the eggs and keep chilled in an airtight container until ready to use. || Preheat the oven to 220C/200C Fan/Gas 7. Tip the sweet potato and aubergine into a large roasting tin, add the oil, soy sauce, honey and chilli flakes and toss everything together. Roast for 25–30 minutes until the vegetables are soft and sticky, giving everything a turn and a shake a couple of times during cooking. Meanwhile, cook the rice according to the packet instructions. || Tip the spinach into a large bowl, cover and microwave on high for 2 minutes until wilted. Alternatively, cook in a saucepan over a high heat with a splash of water for 2–3 minutes until wilted. Tip the spinach out onto a clean tea towel, wrap up tightly and squeeze out as much excess liquid as possible. Return the spinach to the bowl and stir in the tahini, soy sauce, vinegar and sesame seeds. || Spoon the rice into deep bowls and top with the roast vegetables, spinach and sliced radishes. Halve the eggs and place on top of the rice. Scatter over a pinch of chilli flakes and sesame seeds, then serve.",wholesome grain bowls | al desko | batch cook lunches | feel-good food | healthy all year | healthy lunches for work | light dinner ideas | meal prep lunch | prep-ahead meals | nutritious rice bowls | summer batch cooking | summer bowl food | veggie lunchbox ideas | healthy diet plans | summer dinner | egg | dairy free | vegetarian | Main course | http://schema.org/LowLactoseDiet | http://schema.org/VegetarianDiet,3.772727272727273,22
Buttered cavolo nero sauce with gnocchi,https://www.bbc.co.uk/food/recipes/buttered_cavolo_nero_94528,https://www.bbc.co.uk/food/collections/al-desko,"Kept warm in a flask, this is a comforting and filling on-the-go dinner. Speed things up with shop-bought gnocchi but make the velvety green sauce from scratch.",Serves 4,60,"2–3 whole garlic cloves, peeled || 2 tsp fennel seeds || 250g/9oz cavolo nero, leaves stripped from stalks || 60g/2¼oz parmesan, grated, plus extra to serve || 40g/1½ oz butter || shop-bought gnocchi, enough to feed four || salt and freshly ground black pepper","Bring a large saucepan of water to the boil. Add the garlic and fennel seeds and boil for 3 minutes. Add the cavolo and boil for 3–5 more minutes, until the leaves are tender. Remove the pan from the heat. || Using tongs, transfer the boiled garlic and cavolo with some fennel seeds still clinging to the leaves to a food processor. Blend until completely smooth – use a couple more tablespoons of cavolo cooking water if needed. You should have a smooth, deep green sauce. Add the parmesan and butter to the warm sauce, allowing the butter to melt. Season well with salt and plenty of black pepper. || Cook enough gnocchi for four people, following pack instructions. Stir the cavolo sauce through the cooked gnocchi and mix well to coat, adding more parmesan to serve.",quick | al desko | knock up some gnocchi | working from home lunch ideas | gnocchi | cavolo nero | egg free | healthy | nut free | pregnancy friendly | vegetarian | Main course | Italian | http://schema.org/LowCalorieDiet | http://schema.org/VegetarianDiet,3,3
Cheese and onion pasties,https://www.bbc.co.uk/food/recipes/cheese_and_onion_pasties_73018,https://www.bbc.co.uk/food/collections/al-desko,"Can anything beat a classic cheese and onion pasty freshly made and eaten warm straight from the oven? We doubt it! This recipe uses readymade puff pastry to keep things quick and simple, so you can whip them up for lunches and picnics.",Serves 6,120,"25g/1oz butter || 1 tbsp olive oil || 2 onions, sliced || 2 garlic cloves, crushed || 3 Maris Piper potatoes, peeled and diced || 2 tbsp chopped fresh flatleaf parsley || 1 tbsp Dijon mustard || ½ tsp cayenne pepper || 150g/5½oz mature cheddar, grated || plain flour, for dusting || 500g/1lb 2oz ready-made puff pastry || 1 free-range egg, beaten, for glazing || salt and freshly ground black pepper || onion relish, chutney or ketchup, to serve","Heat the butter and oil in a frying pan over a low–medium heat and cook the onions, stirring often, for about 12 minutes until soft and starting to colour at the edges. Add the garlic and cook for a further 3–4 minutes. Tip into a large mixing bowl and leave to cool. || Meanwhile, cook the potatoes in a saucepan of boiling salted water for about 7 minutes or until just tender. Drain well and leave to cool. Add the potatoes to the onion mixture and then add the parsley, mustard, cayenne and cheese. Season well with salt and pepper and mix to combine. || Lightly dust a work surface with flour and roll the puff pastry out to a thickness of 2–3mm and cut out 6 discs with a 16–17cm/6¼–6½in diameter (use a small plate or saucer as a guide). || Spoon the potato filling onto one side of each of the pastry discs leaving a border of at least 1cm/½in. Brush the edges of the pastry discs with water and fold over the filling to encase. || Press the edges together to seal. Crimp the edges between your thumb and finger. Arrange the pasties on a baking sheet lined with baking paper and chill for 30 minutes. Preheat the oven to 210C/190C Fan/Gas 6½. || Brush the pastries with the beaten egg and bake for 25–30 minutes until crisp and golden brown. Serve warm with onion relish, chutney or ketchup on the side.",al desko | back to school | bar snack | bonfire night snacks | comfort food | easy comfort food | easy picnic | eid snacks for sharing | football pies | hot buffet | kids' picnic | make-ahead summer party food | picnic food ideas | retro british | classic savoury pies | sport tv dinner | street party | veggie lunchbox ideas | winter packed lunch ideas | bonfire night | lunch | picnic | recipes for kids | summer party | pasty | cheddar | puff pastry | egg free | pregnancy friendly | vegetarian | spring | summer | autumn | Light meals & snacks | British | http://schema.org/VegetarianDiet,3.9,20
Anything-goes frittata,https://www.bbc.co.uk/food/recipes/anything-goes_frittata_95480,https://www.bbc.co.uk/food/collections/back_to_basics,"This frittata recipe is super flexible. You can use just about anything that's leftover in the fridge.  

Each serving provides 337 kcal, 21g protein, 15g carbohydrates (of which 5g sugars), 21g fat (of which 7g saturates), 4.5g fibre and 1g salt.",Serves 4,60,"2 tbsp extra virgin olive oil || 100g/3½oz cooked sweet potato, cut into small chunks || 175g/6oz (around 3) cooked new potatoes, cut into small chunks || 100g/3½oz (¼ head) broccoli, stem sliced and remainder cut into small florets || ½ red pepper, seeds removed, cut into small chunks || 1 leek, cut into chunks || handful (50g/1¾oz) frozen peas || 1 red or green chilli, finely chopped (deseed first if you like) || 100g/3½oz feta, roughly broken || 6 large free-range eggs || sea salt and freshly ground black pepper || green salad leaves, to serve","Heat the oil in a medium non-stick frying pan (ideally ovenproof) and gently fry the sweet potato, new potatoes, broccoli, pepper and leek for 5–7 minutes, or until the potatoes are lightly browned and the other vegetables are just tender, stirring regularly. Stir in the peas, chilli and feta. || Break the eggs into a bowl and add a good pinch of salt and lots of black pepper. Beat well using a large metal whisk. Pour the eggs into the pan and give it a little shake, so they run down between all the vegetables. || Cook the frittata  over a gentle heat for 5 minutes without stirring, or until the egg is almost set. Meanwhile, preheat the grill to high. Place the frittata under the hot grill for 3–4 minutes, or until set. || Loosen the sides of the frittata and slide onto a board. Cut into wedges and serve with a green leafy salad.",quick | recipes every student should know | eggcellent | best vegetarian | food for when you're broke | back to basics | back to school | dr rupy's healthy vegetarian meals | easy healthy lunch ideas | easy picnic | family picnic | flexible | healthy lunch ideas | healthy weeknight dinners | 10 recipes everyone should know | kids packed lunch ideas | kids' picnic | brilliant brunch | leftovers | working from home lunch ideas | meat-free meals | mediterranean lunches | midweek meal ideas | summery family favourites | treat yourself right | using fridge vegetables | vegetarian family dinner ideas | veggie family favourites | veggie lunchbox ideas | lunch | summer dinner | frittata | egg | gluten free | healthy | nut free | pregnancy friendly | vegetarian | Cooking in the Doctor's Kitchen | Light meals & snacks | Italian | http://schema.org/GlutenFreeDiet | http://schema.org/LowCalorieDiet | http://schema.org/VegetarianDiet,4.516129032258065,31
Nigel Slater's apple crumble with oats,https://www.bbc.co.uk/food/recipes/applecrumble_89166,https://www.bbc.co.uk/food/collections/back_to_basics,"Adding oats to your crumble topping does add extra fibre, but it mainly just tastes good and gives great crunch. If you hate soggy crumble toppings this is the apple crumble for you!",Serves 4,90,"1kg/2lb 3½oz Bramley apples || sugar (any type), to taste (see recipe tips) || 1 tbsp water or apple juice || 100g/3½oz plain flour || 75g/2½oz butter || 50g/2oz rolled oats || 100g/3½oz demerara sugar","Preheat the oven to 200C/180C Fan/Gas 6. || Wipe the apples and cut them into quarters, then remove the cores and slice each piece in two. Put them in a pan, taste a slice for sweetness and add a sprinkling of sugar accordingly. Add a tablespoon of water or apple juice and cook over a medium heat for about 5 minutes, until the apples start to soften. || Transfer the apple mixture to a shallow ovenproof dish. || Blend the flour and butter in a food processor for a few seconds, until the mixture looks like breadcrumbs. (You can rub the butter into the flour by hand if you don't have a food processor.) || Stir in the oats and the sugar. Sprinkle the crumble topping over the cooked apples. || Transfer to the oven to bake for 30 minutes or until crisp and golden-brown on top.",cosy comfort puds | best apple | autumnal baking | autumn dessert | back to basics | best crumble | old-fashioned puddings | roast dinner desserts | roast pork belly menu | simple pleasures | snow day | vegetarian st george's day menu | winter puddings | autumn | bonfire night | christmas | winter | apple crumble | Bramley apple | egg free | nut free | pregnancy friendly | vegetarian | spring | summer | A Taste of My Life | Desserts | British | http://schema.org/VegetarianDiet,4.611702127659575,188
